iteration,alg_id,alg_name,jobs_done,jobs_total,elapsed,delta
1,4,Q-phases,104925,395075,514,50
1,4,Q-phases,114925,395075,564,49
1,4,Q-phases,124925,395075,614,49
1,4,Q-phases,134925,395075,668,53
1,4,Q-phases,144925,395075,717,49
1,4,Q-phases,154925,395075,767,49
1,4,Q-phases,164925,395075,816,49
1,4,Q-phases,174925,395075,866,49
1,4,Q-phases,184925,395075,915,49
1,4,Q-phases,194925,395075,965,50
1,4,Q-phases,204925,395075,1015,49
1,4,Q-phases,214925,395075,1065,50
1,4,Q-phases,224925,395075,1115,49
1,4,Q-phases,234925,395075,1165,49
1,4,Q-phases,244925,395075,1215,49
1,4,Q-phases,254925,395075,1264,49
1,4,Q-phases,264925,395075,1314,49
1,4,Q-phases,274925,395075,1363,49
1,4,Q-phases,284925,395075,1413,49
1,4,Q-phases,294925,395075,1463,49
1,4,Q-phases,304925,395075,1513,49
1,4,Q-phases,314925,395075,1562,49
1,4,Q-phases,324925,395075,1612,49
1,4,Q-phases,334925,395075,1662,49
1,4,Q-phases,344925,395075,1711,49
1,4,Q-phases,354925,395075,1761,49
1,4,Q-phases,364925,395075,1811,49
1,4,Q-phases,374925,395075,1860,49
1,4,Q-phases,384925,395075,1909,49
1,4,Q-phases,394925,395075,1959,49
2,4,Q-phases,9850,395075,49,49
2,4,Q-phases,19850,395075,99,50
2,4,Q-phases,29850,395075,146,46
2,4,Q-phases,39850,395075,193,46
2,4,Q-phases,49850,395075,239,46
2,4,Q-phases,59850,395075,286,46
2,4,Q-phases,69850,395075,333,46
2,4,Q-phases,79850,395075,380,47
2,4,Q-phases,89850,395075,427,47
2,4,Q-phases,99850,395075,479,51
2,4,Q-phases,109850,395075,530,51
2,4,Q-phases,119850,395075,582,51
2,4,Q-phases,129850,395075,633,51
2,4,Q-phases,139850,395075,685,51
2,4,Q-phases,149850,395075,736,51
2,4,Q-phases,159850,395075,789,52
2,4,Q-phases,169850,395075,841,52
2,4,Q-phases,179850,395075,892,51
2,4,Q-phases,189850,395075,944,51
2,4,Q-phases,199850,395075,995,51
2,4,Q-phases,209850,395075,1048,52
2,4,Q-phases,219850,395075,1100,52
2,4,Q-phases,229850,395075,1152,52
2,4,Q-phases,239850,395075,1205,52
2,4,Q-phases,249850,395075,1257,52
2,4,Q-phases,259850,395075,1318,60
2,4,Q-phases,269850,395075,1370,52
2,4,Q-phases,279850,395075,1422,52
2,4,Q-phases,289850,395075,1473,50
2,4,Q-phases,299850,395075,1521,47
2,4,Q-phases,309850,395075,1568,47
2,4,Q-phases,319850,395075,1615,47
2,4,Q-phases,329850,395075,1662,46
2,4,Q-phases,339850,395075,1709,46
2,4,Q-phases,349850,395075,1756,47
2,4,Q-phases,359850,395075,1805,49
2,4,Q-phases,369850,395075,1856,50
2,4,Q-phases,379850,395075,1908,52
2,4,Q-phases,389850,395075,1960,51
3,4,Q-phases,4775,395075,24,24
3,4,Q-phases,14775,395075,75,50
3,4,Q-phases,24775,395075,123,47
3,4,Q-phases,34775,395075,171,48
3,4,Q-phases,44775,395075,219,47
3,4,Q-phases,54775,395075,266,47
3,4,Q-phases,64775,395075,313,46
3,4,Q-phases,74775,395075,360,47
3,4,Q-phases,84775,395075,408,47
3,4,Q-phases,94775,395075,454,46
3,4,Q-phases,104775,395075,502,47
3,4,Q-phases,114775,395075,549,47
3,4,Q-phases,124775,395075,596,46
3,4,Q-phases,134775,395075,643,47
3,4,Q-phases,144775,395075,690,46
3,4,Q-phases,154775,395075,736,46
3,4,Q-phases,164775,395075,783,46
3,4,Q-phases,174775,395075,830,46
3,4,Q-phases,184775,395075,877,47
3,4,Q-phases,194775,395075,924,47
3,4,Q-phases,204775,395075,971,46
3,4,Q-phases,214775,395075,1019,47
3,4,Q-phases,224775,395075,1066,47
3,4,Q-phases,234775,395075,1113,47
3,4,Q-phases,244775,395075,1161,48
3,4,Q-phases,254775,395075,1210,48
3,4,Q-phases,264775,395075,1260,50
3,4,Q-phases,274775,395075,1308,47
3,4,Q-phases,284775,395075,1355,47
3,4,Q-phases,294775,395075,1403,47
3,4,Q-phases,304775,395075,1450,47
3,4,Q-phases,314775,395075,1497,47
3,4,Q-phases,324775,395075,1545,47
3,4,Q-phases,334775,395075,1592,47
3,4,Q-phases,344775,395075,1639,46
3,4,Q-phases,354775,395075,1686,46
3,4,Q-phases,364775,395075,1733,46
3,4,Q-phases,374775,395075,1780,47
3,4,Q-phases,384775,395075,1827,47
3,4,Q-phases,394775,395075,1874,47
4,4,Q-phases,9700,395075,46,46
4,4,Q-phases,19700,395075,93,47
4,4,Q-phases,29700,395075,141,47
4,4,Q-phases,39700,395075,189,47
4,4,Q-phases,49700,395075,236,47
4,4,Q-phases,59700,395075,283,47
4,4,Q-phases,69700,395075,330,46
4,4,Q-phases,79700,395075,382,51
4,4,Q-phases,89700,395075,434,52
4,4,Q-phases,99700,395075,486,52
4,4,Q-phases,109700,395075,538,51
4,4,Q-phases,119700,395075,589,51
4,4,Q-phases,129700,395075,641,51
4,4,Q-phases,139700,395075,693,51
4,4,Q-phases,149700,395075,744,51
4,4,Q-phases,159700,395075,795,51
4,4,Q-phases,169700,395075,846,51
4,4,Q-phases,179700,395075,896,49
4,4,Q-phases,189700,395075,946,49
4,4,Q-phases,199700,395075,996,50
4,4,Q-phases,209700,395075,1046,50
4,4,Q-phases,219700,395075,1096,49
4,4,Q-phases,229700,395075,1145,49
4,4,Q-phases,239700,395075,1194,48
4,4,Q-phases,249700,395075,1243,48
4,4,Q-phases,259700,395075,1292,49
4,4,Q-phases,269700,395075,1342,49
4,4,Q-phases,279700,395075,1391,48
4,4,Q-phases,289700,395075,1440,49
4,4,Q-phases,299700,395075,1488,48
4,4,Q-phases,309700,395075,1537,48
4,4,Q-phases,319700,395075,1586,48
4,4,Q-phases,329700,395075,1635,49
4,4,Q-phases,339700,395075,1684,48
4,4,Q-phases,349700,395075,1733,49
4,4,Q-phases,359700,395075,1782,48
4,4,Q-phases,369700,395075,1831,48
4,4,Q-phases,379700,395075,1879,48
4,4,Q-phases,389700,395075,1928,48
5,4,Q-phases,4625,395075,22,22
5,4,Q-phases,14625,395075,71,49
5,4,Q-phases,24625,395075,120,49
5,4,Q-phases,34625,395075,169,48
5,4,Q-phases,44625,395075,218,49
5,4,Q-phases,54625,395075,266,48
5,4,Q-phases,64625,395075,313,46
5,4,Q-phases,74625,395075,359,45
5,4,Q-phases,84625,395075,405,45
5,4,Q-phases,94625,395075,450,45
5,4,Q-phases,104625,395075,496,46
5,4,Q-phases,114625,395075,542,45
5,4,Q-phases,124625,395075,604,62
5,4,Q-phases,134625,395075,650,45
5,4,Q-phases,144625,395075,696,46
5,4,Q-phases,154625,395075,742,45
5,4,Q-phases,164625,395075,788,45
5,4,Q-phases,174625,395075,833,45
5,4,Q-phases,184625,395075,879,45
5,4,Q-phases,194625,395075,927,47
5,4,Q-phases,204625,395075,973,45
5,4,Q-phases,214625,395075,1022,49
5,4,Q-phases,224625,395075,1069,47
5,4,Q-phases,234625,395075,1117,47
5,4,Q-phases,244625,395075,1164,47
5,4,Q-phases,254625,395075,1212,47
5,4,Q-phases,264625,395075,1261,49
5,4,Q-phases,274625,395075,1310,48
5,4,Q-phases,284625,395075,1360,50
5,4,Q-phases,294625,395075,1412,51
5,4,Q-phases,304625,395075,1463,51
5,4,Q-phases,314625,395075,1514,51
5,4,Q-phases,324625,395075,1566,51
5,4,Q-phases,334625,395075,1618,51
5,4,Q-phases,344625,395075,1670,52
5,4,Q-phases,354625,395075,1722,52
5,4,Q-phases,364625,395075,1774,51
5,4,Q-phases,374625,395075,1826,52
5,4,Q-phases,384625,395075,1878,52
5,4,Q-phases,394625,395075,1930,52
6,4,Q-phases,9550,395075,50,50
6,4,Q-phases,19550,395075,102,51
6,4,Q-phases,29550,395075,153,51
6,4,Q-phases,39550,395075,205,51
6,4,Q-phases,49550,395075,257,51
6,4,Q-phases,59550,395075,309,52
6,4,Q-phases,69550,395075,362,52
6,4,Q-phases,79550,395075,412,50
6,4,Q-phases,89550,395075,457,45
6,4,Q-phases,99550,395075,503,45
6,4,Q-phases,109550,395075,549,46
6,4,Q-phases,119550,395075,595,45
6,4,Q-phases,129550,395075,641,45
6,4,Q-phases,139550,395075,686,45
6,4,Q-phases,149550,395075,734,47
6,4,Q-phases,159550,395075,786,51
6,4,Q-phases,169550,395075,838,52
6,4,Q-phases,179550,395075,890,52
6,4,Q-phases,189550,395075,943,52
6,4,Q-phases,199550,395075,994,51
6,4,Q-phases,209550,395075,1040,45
6,4,Q-phases,219550,395075,1085,45
6,4,Q-phases,229550,395075,1131,45
6,4,Q-phases,239550,395075,1178,47
6,4,Q-phases,249550,395075,1224,45
6,4,Q-phases,259550,395075,1269,45
6,4,Q-phases,269550,395075,1315,45
6,4,Q-phases,279550,395075,1362,46
6,4,Q-phases,289550,395075,1411,49
6,4,Q-phases,299550,395075,1460,49
6,4,Q-phases,309550,395075,1510,49
6,4,Q-phases,319550,395075,1559,49
6,4,Q-phases,329550,395075,1608,49
6,4,Q-phases,339550,395075,1657,49
6,4,Q-phases,349550,395075,1707,49
6,4,Q-phases,359550,395075,1757,49
6,4,Q-phases,369550,395075,1806,49
6,4,Q-phases,379550,395075,1855,48
6,4,Q-phases,389550,395075,1904,49
7,4,Q-phases,4475,395075,22,22
7,4,Q-phases,14475,395075,73,51
7,4,Q-phases,24475,395075,123,49
7,4,Q-phases,34475,395075,172,49
7,4,Q-phases,44475,395075,222,49
7,4,Q-phases,54475,395075,271,49
7,4,Q-phases,64475,395075,320,49
7,4,Q-phases,74475,395075,370,50
7,4,Q-phases,84475,395075,420,49
7,4,Q-phases,94475,395075,469,49
7,4,Q-phases,104475,395075,519,49
7,4,Q-phases,114475,395075,568,49
7,4,Q-phases,124475,395075,617,49
7,4,Q-phases,134475,395075,667,49
7,4,Q-phases,144475,395075,716,49
7,4,Q-phases,154475,395075,765,49
7,4,Q-phases,164475,395075,816,50
7,4,Q-phases,174475,395075,866,49
7,4,Q-phases,184475,395075,915,49
7,4,Q-phases,194475,395075,965,49
7,4,Q-phases,204475,395075,1014,49
7,4,Q-phases,214475,395075,1063,49
7,4,Q-phases,224475,395075,1112,49
7,4,Q-phases,234475,395075,1162,49
7,4,Q-phases,244475,395075,1211,49
7,4,Q-phases,254475,395075,1261,49
7,4,Q-phases,264475,395075,1310,49
7,4,Q-phases,274475,395075,1360,49
7,4,Q-phases,284475,395075,1409,49
7,4,Q-phases,294475,395075,1457,48
7,4,Q-phases,304475,395075,1505,48
7,4,Q-phases,314475,395075,1553,47
7,4,Q-phases,324475,395075,1601,48
7,4,Q-phases,334475,395075,1650,48
7,4,Q-phases,344475,395075,1698,48
7,4,Q-phases,354475,395075,1747,48
7,4,Q-phases,364475,395075,1795,48
7,4,Q-phases,374475,395075,1843,48
7,4,Q-phases,384475,395075,1891,48
7,4,Q-phases,394475,395075,1939,48
8,4,Q-phases,9400,395075,45,45
8,4,Q-phases,19400,395075,93,48
8,4,Q-phases,29400,395075,142,49
8,4,Q-phases,39400,395075,191,48
8,4,Q-phases,49400,395075,239,48
8,4,Q-phases,59400,395075,287,48
8,4,Q-phases,69400,395075,335,48
8,4,Q-phases,79400,395075,384,49
8,4,Q-phases,89400,395075,433,48
8,4,Q-phases,99400,395075,481,48
8,4,Q-phases,109400,395075,530,48
8,4,Q-phases,119400,395075,578,48
8,4,Q-phases,129400,395075,626,48
8,4,Q-phases,139400,395075,675,48
8,4,Q-phases,149400,395075,723,47
8,4,Q-phases,159400,395075,771,48
8,4,Q-phases,169400,395075,819,48
8,4,Q-phases,179400,395075,867,48
8,4,Q-phases,189400,395075,916,48
8,4,Q-phases,199400,395075,965,48
8,4,Q-phases,209400,395075,1013,48
8,4,Q-phases,219400,395075,1062,48
8,4,Q-phases,229400,395075,1110,48
8,4,Q-phases,239400,395075,1158,48
8,4,Q-phases,249400,395075,1207,48
8,4,Q-phases,259400,395075,1255,48
8,4,Q-phases,269400,395075,1304,48
8,4,Q-phases,279400,395075,1352,48
8,4,Q-phases,289400,395075,1401,48
8,4,Q-phases,299400,395075,1449,48
8,4,Q-phases,309400,395075,1499,49
8,4,Q-phases,319400,395075,1548,49
8,4,Q-phases,329400,395075,1597,49
8,4,Q-phases,339400,395075,1646,48
8,4,Q-phases,349400,395075,1695,49
8,4,Q-phases,359400,395075,1744,49
8,4,Q-phases,369400,395075,1793,49
8,4,Q-phases,379400,395075,1842,49
8,4,Q-phases,389400,395075,1892,49
9,4,Q-phases,4325,395075,21,21
9,4,Q-phases,14325,395075,70,49
9,4,Q-phases,24325,395075,119,48
9,4,Q-phases,34325,395075,168,48
9,4,Q-phases,44325,395075,217,49
9,4,Q-phases,54325,395075,268,50
9,4,Q-phases,64325,395075,318,49
9,4,Q-phases,74325,395075,369,50
9,4,Q-phases,84325,395075,420,51
9,4,Q-phases,94325,395075,472,51
9,4,Q-phases,104325,395075,524,51
9,4,Q-phases,114325,395075,575,51
9,4,Q-phases,124325,395075,627,51
9,4,Q-phases,134325,395075,679,51
9,4,Q-phases,144325,395075,731,51
9,4,Q-phases,154325,395075,782,51
9,4,Q-phases,164325,395075,834,51
9,4,Q-phases,174325,395075,885,51
9,4,Q-phases,184325,395075,937,51
9,4,Q-phases,194325,395075,987,49
9,4,Q-phases,204325,395075,1036,48
9,4,Q-phases,214325,395075,1085,49
9,4,Q-phases,224325,395075,1134,48
9,4,Q-phases,234325,395075,1186,52
9,4,Q-phases,244325,395075,1238,51
9,4,Q-phases,254325,395075,1290,51
9,4,Q-phases,264325,395075,1341,51
9,4,Q-phases,274325,395075,1393,51
9,4,Q-phases,284325,395075,1445,51
9,4,Q-phases,294325,395075,1497,52
9,4,Q-phases,304325,395075,1549,52
9,4,Q-phases,314325,395075,1598,49
9,4,Q-phases,324325,395075,1646,48
9,4,Q-phases,334325,395075,1695,48
9,4,Q-phases,344325,395075,1744,49
9,4,Q-phases,354325,395075,1794,50
9,4,Q-phases,364325,395075,1844,49
9,4,Q-phases,374325,395075,1892,48
9,4,Q-phases,384325,395075,1941,48
9,4,Q-phases,394325,395075,1992,51
0,1,B-all,10000,583247,53,53
0,1,B-all,20000,583247,106,52
0,1,B-all,30000,583247,159,53
0,1,B-all,40000,583247,210,50
0,1,B-all,50000,583247,263,53
0,1,B-all,60000,583247,308,44
0,1,B-all,70000,583247,350,41
0,1,B-all,80000,583247,395,45
0,1,B-all,90000,583247,441,45
0,1,B-all,100000,583247,485,44
0,1,B-all,110000,583247,531,45
0,1,B-all,120000,583247,575,44
0,1,B-all,130000,583247,619,43
0,1,B-all,140000,583247,665,45
0,1,B-all,150000,583247,710,45
0,1,B-all,160000,583247,756,45
0,1,B-all,170000,583247,803,47
0,1,B-all,180000,583247,844,40
0,1,B-all,190000,583247,884,40
0,1,B-all,200000,583247,924,39
0,1,B-all,210000,583247,964,40
0,1,B-all,220000,583247,1007,42
0,1,B-all,230000,583247,1053,46
0,1,B-all,240000,583247,1099,45
0,1,B-all,250000,583247,1143,44
0,1,B-all,260000,583247,1188,45
0,1,B-all,270000,583247,1236,47
0,1,B-all,280000,583247,1282,46
0,1,B-all,290000,583247,1325,43
0,1,B-all,300000,583247,1365,40
0,1,B-all,310000,583247,1410,44
0,1,B-all,320000,583247,1451,40
0,1,B-all,330000,583247,1494,43
0,1,B-all,340000,583247,1537,42
0,1,B-all,350000,583247,1580,42
0,1,B-all,360000,583247,1622,41
0,1,B-all,370000,583247,1664,42
0,1,B-all,380000,583247,1708,44
0,1,B-all,390000,583247,1751,42
0,1,B-all,400000,583247,1794,43
0,1,B-all,410000,583247,1836,41
0,1,B-all,420000,583247,1879,43
0,1,B-all,430000,583247,1922,43
0,1,B-all,440000,583247,1964,42
0,1,B-all,450000,583247,2008,43
0,1,B-all,460000,583247,2051,43
0,1,B-all,470000,583247,2094,42
0,1,B-all,480000,583247,2137,43
0,1,B-all,490000,583247,2180,43
0,1,B-all,500000,583247,2223,42
0,1,B-all,510000,583247,2265,42
0,1,B-all,520000,583247,2309,44
0,1,B-all,530000,583247,2352,43
0,1,B-all,540000,583247,2395,42
0,1,B-all,550000,583247,2437,42
0,1,B-all,560000,583247,2480,43
0,1,B-all,570000,583247,2524,43
0,1,B-all,580000,583247,2567,42
1,1,B-all,6753,583247,29,29
1,1,B-all,16753,583247,71,41
1,1,B-all,26753,583247,114,43
1,1,B-all,36753,583247,158,43
1,1,B-all,46753,583247,199,41
1,1,B-all,56753,583247,243,43
1,1,B-all,66753,583247,287,43
1,1,B-all,76753,583247,330,43
1,1,B-all,86753,583247,373,42
1,1,B-all,96753,583247,415,42
1,1,B-all,106753,583247,458,42
1,1,B-all,116753,583247,500,42
1,1,B-all,126753,583247,544,43
1,1,B-all,136753,583247,588,43
1,1,B-all,146753,583247,632,43
1,1,B-all,156753,583247,675,43
1,1,B-all,166753,583247,720,45
1,1,B-all,176753,583247,764,43
1,1,B-all,186753,583247,806,42
1,1,B-all,196753,583247,848,41
1,1,B-all,206753,583247,890,42
1,1,B-all,216753,583247,934,44
1,1,B-all,226753,583247,980,45
1,1,B-all,236753,583247,1023,43
1,1,B-all,246753,583247,1066,42
1,1,B-all,256753,583247,1108,42
1,1,B-all,266753,583247,1152,43
1,1,B-all,276753,583247,1194,42
1,1,B-all,286753,583247,1238,43
1,1,B-all,296753,583247,1280,42
1,1,B-all,306753,583247,1325,45
1,1,B-all,316753,583247,1371,46
1,1,B-all,326753,583247,1414,42
1,1,B-all,336753,583247,1457,42
1,1,B-all,346753,583247,1499,42
1,1,B-all,356753,583247,1540,41
1,1,B-all,366753,583247,1582,42
1,1,B-all,376753,583247,1625,42
1,1,B-all,386753,583247,1667,41
1,1,B-all,396753,583247,1709,41
1,1,B-all,406753,583247,1750,41
1,1,B-all,416753,583247,1793,42
1,1,B-all,426753,583247,1833,40
1,1,B-all,436753,583247,1873,40
1,1,B-all,446753,583247,1913,40
1,1,B-all,456753,583247,1956,42
1,1,B-all,466753,583247,2003,46
1,1,B-all,476753,583247,2043,39
1,1,B-all,486753,583247,2082,39
1,1,B-all,496753,583247,2123,40
1,1,B-all,506753,583247,2165,42
1,1,B-all,516753,583247,2208,42
1,1,B-all,526753,583247,2250,41
1,1,B-all,536753,583247,2292,42
1,1,B-all,546753,583247,2334,41
1,1,B-all,556753,583247,2376,41
1,1,B-all,566753,583247,2418,42
1,1,B-all,576753,583247,2457,39
2,1,B-all,3506,583247,14,14
2,1,B-all,13506,583247,56,42
2,1,B-all,23506,583247,99,42
2,1,B-all,33506,583247,139,40
2,1,B-all,43506,583247,178,38
2,1,B-all,53506,583247,218,40
2,1,B-all,63506,583247,260,41
2,1,B-all,73506,583247,302,41
2,1,B-all,83506,583247,343,41
2,1,B-all,93506,583247,383,40
2,1,B-all,103506,583247,425,41
2,1,B-all,113506,583247,467,41
2,1,B-all,123506,583247,509,41
2,1,B-all,133506,583247,550,40
2,1,B-all,143506,583247,590,40
2,1,B-all,153506,583247,630,39
2,1,B-all,163506,583247,671,41
2,1,B-all,173506,583247,714,43
2,1,B-all,183506,583247,755,40
2,1,B-all,193506,583247,794,38
2,1,B-all,203506,583247,834,39
2,1,B-all,213506,583247,875,41
2,1,B-all,223506,583247,917,41
2,1,B-all,233506,583247,957,40
2,1,B-all,243506,583247,1000,42
2,1,B-all,253506,583247,1042,42
2,1,B-all,263506,583247,1084,42
2,1,B-all,273506,583247,1128,43
2,1,B-all,283506,583247,1170,42
2,1,B-all,293506,583247,1212,42
2,1,B-all,303506,583247,1256,43
2,1,B-all,313506,583247,1300,44
2,1,B-all,323506,583247,1345,44
2,1,B-all,333506,583247,1390,45
2,1,B-all,343506,583247,1436,46
2,1,B-all,353506,583247,1481,44
2,1,B-all,363506,583247,1525,44
2,1,B-all,373506,583247,1571,45
2,1,B-all,383506,583247,1617,45
2,1,B-all,393506,583247,1661,44
2,1,B-all,403506,583247,1707,45
2,1,B-all,413506,583247,1752,44
2,1,B-all,423506,583247,1797,45
2,1,B-all,433506,583247,1842,45
2,1,B-all,443506,583247,1888,45
2,1,B-all,453506,583247,1934,46
2,1,B-all,463506,583247,1980,45
2,1,B-all,473506,583247,2025,44
2,1,B-all,483506,583247,2070,45
2,1,B-all,493506,583247,2116,46
2,1,B-all,503506,583247,2161,45
2,1,B-all,513506,583247,2207,45
2,1,B-all,523506,583247,2253,45
2,1,B-all,533506,583247,2299,45
2,1,B-all,543506,583247,2342,43
2,1,B-all,553506,583247,2385,43
2,1,B-all,563506,583247,2428,42
2,1,B-all,573506,583247,2471,42
3,1,B-all,259,583247,1,1
3,1,B-all,10259,583247,43,42
3,1,B-all,20259,583247,86,42
3,1,B-all,30259,583247,128,42
3,1,B-all,40259,583247,170,41
3,1,B-all,50259,583247,216,45
3,1,B-all,60259,583247,259,43
3,1,B-all,70259,583247,304,44
3,1,B-all,80259,583247,349,45
3,1,B-all,90259,583247,394,45
3,1,B-all,100259,583247,437,42
3,1,B-all,110259,583247,481,43
3,1,B-all,120259,583247,524,43
3,1,B-all,130259,583247,568,43
3,1,B-all,140259,583247,612,44
3,1,B-all,150259,583247,654,41
3,1,B-all,160259,583247,697,43
3,1,B-all,170259,583247,741,43
3,1,B-all,180259,583247,784,43
3,1,B-all,190259,583247,828,44
3,1,B-all,200259,583247,870,42
3,1,B-all,210259,583247,914,43
3,1,B-all,220259,583247,958,43
3,1,B-all,230259,583247,1004,45
3,1,B-all,240259,583247,1049,45
3,1,B-all,250259,583247,1091,41
3,1,B-all,260259,583247,1134,42
3,1,B-all,270259,583247,1177,43
3,1,B-all,280259,583247,1222,44
3,1,B-all,290259,583247,1266,43
3,1,B-all,300259,583247,1309,43
3,1,B-all,310259,583247,1354,45
3,1,B-all,320259,583247,1399,44
3,1,B-all,330259,583247,1441,42
3,1,B-all,340259,583247,1485,43
3,1,B-all,350259,583247,1544,58
3,1,B-all,360259,583247,1590,46
3,1,B-all,370259,583247,1634,44
3,1,B-all,380259,583247,1679,44
3,1,B-all,390259,583247,1721,42
3,1,B-all,400259,583247,1766,44
3,1,B-all,410259,583247,1809,42
3,1,B-all,420259,583247,1853,44
3,1,B-all,430259,583247,1896,43
3,1,B-all,440259,583247,1939,43
3,1,B-all,450259,583247,1983,44
3,1,B-all,460259,583247,2029,45
3,1,B-all,470259,583247,2072,43
3,1,B-all,480259,583247,2116,44
3,1,B-all,490259,583247,2161,44
3,1,B-all,500259,583247,2204,43
3,1,B-all,510259,583247,2248,44
3,1,B-all,520259,583247,2295,46
3,1,B-all,530259,583247,2339,44
3,1,B-all,540259,583247,2382,42
3,1,B-all,550259,583247,2427,44
3,1,B-all,560259,583247,2472,45
3,1,B-all,570259,583247,2515,42
3,1,B-all,580259,583247,2557,42
4,1,B-all,7012,583247,33,33
4,1,B-all,17012,583247,78,44
4,1,B-all,27012,583247,122,44
4,1,B-all,37012,583247,165,42
4,1,B-all,47012,583247,208,43
4,1,B-all,57012,583247,254,45
4,1,B-all,67012,583247,298,44
4,1,B-all,77012,583247,343,44
4,1,B-all,87012,583247,387,44
4,1,B-all,97012,583247,431,44
4,1,B-all,107012,583247,477,45
4,1,B-all,117012,583247,521,44
4,1,B-all,127012,583247,564,43
4,1,B-all,137012,583247,609,45
4,1,B-all,147012,583247,655,45
4,1,B-all,157012,583247,699,43
4,1,B-all,167012,583247,744,44
4,1,B-all,177012,583247,788,44
4,1,B-all,187012,583247,832,44
4,1,B-all,197012,583247,874,41
4,1,B-all,207012,583247,916,42
4,1,B-all,217012,583247,960,43
4,1,B-all,227012,583247,1005,45
4,1,B-all,237012,583247,1049,44
4,1,B-all,247012,583247,1093,43
4,1,B-all,257012,583247,1135,42
4,1,B-all,267012,583247,1178,42
4,1,B-all,277012,583247,1222,43
4,1,B-all,287012,583247,1266,44
4,1,B-all,297012,583247,1310,43
4,1,B-all,307012,583247,1355,45
4,1,B-all,317012,583247,1400,44
4,1,B-all,327012,583247,1444,43
4,1,B-all,337012,583247,1488,44
4,1,B-all,347012,583247,1531,42
4,1,B-all,357012,583247,1572,41
4,1,B-all,367012,583247,1615,42
4,1,B-all,377012,583247,1659,44
4,1,B-all,387012,583247,1702,43
4,1,B-all,397012,583247,1744,41
4,1,B-all,407012,583247,1786,42
4,1,B-all,417012,583247,1830,43
4,1,B-all,427012,583247,1873,43
4,1,B-all,437012,583247,1919,45
4,1,B-all,447012,583247,1963,44
4,1,B-all,457012,583247,2008,45
4,1,B-all,467012,583247,2052,43
4,1,B-all,477012,583247,2095,43
4,1,B-all,487012,583247,2138,43
4,1,B-all,497012,583247,2182,44
4,1,B-all,507012,583247,2227,44
4,1,B-all,517012,583247,2270,43
4,1,B-all,527012,583247,2314,43
4,1,B-all,537012,583247,2356,42
4,1,B-all,547012,583247,2400,43
4,1,B-all,557012,583247,2442,42
4,1,B-all,567012,583247,2487,44
4,1,B-all,577012,583247,2529,42
5,1,B-all,3765,583247,16,16
5,1,B-all,13765,583247,59,42
5,1,B-all,23765,583247,107,47
5,1,B-all,33765,583247,150,43
5,1,B-all,43765,583247,193,43
5,1,B-all,53765,583247,239,45
5,1,B-all,63765,583247,284,45
5,1,B-all,73765,583247,327,42
5,1,B-all,83765,583247,370,43
5,1,B-all,93765,583247,414,44
5,1,B-all,103765,583247,460,45
5,1,B-all,113765,583247,506,45
5,1,B-all,123765,583247,550,44
5,1,B-all,133765,583247,595,44
5,1,B-all,143765,583247,641,46
5,1,B-all,153765,583247,686,44
5,1,B-all,163765,583247,733,46
5,1,B-all,173765,583247,779,46
5,1,B-all,183765,583247,824,45
5,1,B-all,193765,583247,869,44
5,1,B-all,203765,583247,914,45
5,1,B-all,213765,583247,960,45
5,1,B-all,223765,583247,1007,47
